complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-00584,Money transfer,Unauthorized transactions,My money transfer application was denied without explanation. The unauthorized transactions has been ongoing for 19 days and I have received no response.,2023-10-29
COMP-00585,Student loan,Unauthorized transactions,My student loan application was denied without explanation. The unauthorized transactions has been ongoing for 56 days and I have received no response.,2022-01-04
COMP-00586,Debt collection,Problem with payment,My debt collection application was denied without explanation. The problem with payment has been ongoing for 89 days and I have received no response.,2021-02-20
COMP-00587,Debt collection,Closing account,I have been trying to resolve this closing account for 49 days. The debt collection department keeps transferring me without helping.,2021-09-28
COMP-00588,Checking account,Billing disputes,Unauthorized charges appeared on my checking account. I reported the billing disputes but the company refused to investigate properly.,2024-07-26
COMP-00589,Student loan,Billing disputes,I have been trying to resolve this billing disputes for 57 days. The student loan department keeps transferring me without helping.,2023-03-17
COMP-00590,Personal loan,Managing account,The interest rate on my personal loan was changed without notice. This managing account is causing significant financial hardship.,2022-02-15
COMP-00591,Personal loan,Incorrect information on report,The interest rate on my personal loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2021-08-18
COMP-00592,Checking account,Billing disputes,My checking account application was denied without explanation. The billing disputes has been ongoing for 45 days and I have received no response.,2021-04-28
COMP-00593,Student loan,Unauthorized transactions,The interest rate on my student loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2020-06-16
COMP-00594,Credit card,Fraud or scam,I have been trying to resolve this fraud or scam for 20 days. The credit card department keeps transferring me without helping.,2020-11-07
COMP-00595,Money transfer,Account access issues,My money transfer application was denied without explanation. The account access issues has been ongoing for 16 days and I have received no response.,2021-08-05
COMP-00596,Debt collection,Billing disputes,I have been trying to resolve this billing disputes for 66 days. The debt collection department keeps transferring me without helping.,2022-08-06
COMP-00597,Mortgage,Fraud or scam,I have been trying to resolve this fraud or scam for 9 days. The mortgage department keeps transferring me without helping.,2021-11-02
COMP-00598,Personal loan,Billing disputes,The interest rate on my personal loan was changed without notice. This billing disputes is causing significant financial hardship.,2024-06-28
COMP-00599,Student loan,Closing account,The interest rate on my student loan was changed without notice. This closing account is causing significant financial hardship.,2022-03-11
COMP-00600,Auto loan,Account access issues,Unauthorized charges appeared on my auto loan. I reported the account access issues but the company refused to investigate properly.,2024-09-23
COMP-00601,Debt collection,Unauthorized transactions,I was charged an unexpected fee of $434 on my debt collection account. I called customer service and waited 110 minutes but got no resolution.,2024-12-27
COMP-00602,Credit card,Billing disputes,The interest rate on my credit card was changed without notice. This billing disputes is causing significant financial hardship.,2022-02-10
COMP-00603,Mortgage,Fraud or scam,I was charged an unexpected fee of $19 on my mortgage account. I called customer service and waited 40 minutes but got no resolution.,2020-08-17
COMP-00604,Debt collection,Billing disputes,I have been trying to resolve this billing disputes for 52 days. The debt collection department keeps transferring me without helping.,2024-01-19
